Year,Progeny,female,male,cross,r,DTA,PltHt
2014,4795,169_11,171_5,169_11x171_5,1,81,200
2014,4797,164_14,164_1,164_1x164_14,-1,80,230
2014,4798,169_6,164_1,164_1x169_6,-1,80,205
2014,4801,164_8,171_10,164_8x171_10,1,79,225
2014,4802,171_9,170_2,170_2x171_9,-1,80,215
2014,4808,170_12,168_2,168_2x170_12,-1,86,245
2014,4811,164_4,167_3,164_4x167_3,1,85,235
2014,4814,171_10,167_8,167_8x171_10,-1,81,240
2014,4815,167_3,166_11,166_11x167_3,-1,83,260
2014,4816,171_8,167_13,167_13x171_8,-1,83,230
2014,4819,164_14,166_9,164_14x166_9,1,81,235
2014,4821,170_6,170_2,170_2x170_6,-1,86,250
2014,4827,165_6,166_12,165_6x166_12,1,81,265
2014,4832,165_6,166_12,165_6x166_12,1,75,220
2014,4833,170_11,170_2,170_11x170_2,1,84,225
2014,4836,165_6,166_12,165_6x166_12,1,81,250
2014,4837,171_8,170_12,170_12x171_8,-1,82,270
2014,4841,171_4,171_7,171_4x171_7,1,79,220
2014,4843,170_1,171_11,170_1x171_11,1,77,230
2014,4844,164_2,166_3,164_2x166_3,1,78,205
2014,4846,169_6,164_1,164_1x169_6,-1,83,245
2014,4849,167_5,164_14,164_14x167_5,-1,NA,NA
2014,4850,165_6,166_12,165_6x166_12,1,90,215
2014,4851,171_4,171_7,171_4x171_7,1,84,270
2014,4853,171_8,168_2,168_2x171_8,-1,94,195
2014,4854,164_1,169_6,164_1x169_6,1,86,265
2014,4857,166_9,169_6,166_9x169_6,1,81,245
2014,4859,171_11,165_5,165_5x171_11,-1,81,240
2014,4860,164_8,171_10,164_8x171_10,1,75,245
2014,4864,167_5,169_6,167_5x169_6,1,79,245
2014,4866,164_2,166_12,164_2x166_12,1,76,260
2014,4867,167_5,166_9,166_9x167_5,-1,79,235
2014,4868,164_4,166_11,164_4x166_11,1,79,235
2014,4869,164_2,166_12,164_2x166_12,1,77,225
2014,4872,171_4,171_7,171_4x171_7,1,83,215
2014,4873,169_11,171_13,169_11x171_13,1,76,235
2014,4874,166_9,164_1,164_1x166_9,-1,86,175
2014,4875,164_2,166_12,164_2x166_12,1,79,200
2014,4876,171_4,171_7,171_4x171_7,1,82,250
2014,4878,164_1,166_9,164_1x166_9,1,79,195
2014,4880,171_8,170_12,170_12x171_8,-1,79,205
2014,4884,168_5,171_4,168_5x171_4,1,81,190
2014,4885,170_1,171_11,170_1x171_11,1,80,260
2014,4888,171_4,171_7,171_4x171_7,1,86,205
2014,4895,166_3,166_12,166_12x166_3,-1,84,245
2014,4896,171_4,168_5,168_5x171_4,-1,84,240
2014,4897,166_12,166_3,166_12x166_3,1,85,235
2014,4899,164_2,166_3,164_2x166_3,1,78,200
2014,4902,171_5,171_13,171_13x171_5,-1,85,225
2014,4904,167_3,165_4,165_4x167_3,-1,85,280
2014,4905,170_7,170_4,170_4x170_7,-1,70,210
2014,4906,164_2,165_6,164_2x165_6,1,85,245
2014,4908,171_10,164_8,164_8x171_10,-1,70,230
2014,4909,169_6,164_1,164_1x169_6,-1,78,235
2014,4912,167_5,164_1,164_1x167_5,-1,82,230
2014,4913,167_5,169_6,167_5x169_6,1,79,265
2014,4914,165_6,166_12,165_6x166_12,1,78,210
2014,4916,171_8,168_2,168_2x171_8,-1,83,200
2014,4918,171_4,168_5,168_5x171_4,-1,83,210
2014,4921,171_8,168_2,168_2x171_8,-1,83,225
2014,4925,171_6,170_13,170_13x171_6,-1,82,245
2014,4929,170_7,170_4,170_4x170_7,-1,90,255
2014,4931,164_4,165_4,164_4x165_4,1,85,240
2014,4932,170_6,170_11,170_11x170_6,-1,84,280
2014,4933,170_1,167_6,167_6x170_1,-1,84,285
2014,4934,164_14,164_1,164_1x164_14,-1,85,260
2014,4936,171_8,168_2,168_2x171_8,-1,80,255
2014,4940,171_10,164_8,164_8x171_10,-1,75,230
2014,4942,171_4,168_5,168_5x171_4,-1,NA,NA
2014,4943,171_5,169_11,169_11x171_5,-1,79,245
2014,4945,166_3,166_12,166_12x166_3,-1,76,230
2014,4948,166_10,169_7,166_10x169_7,1,78,250
2014,4950,166_12,164_2,164_2x166_12,-1,78,220
2014,4959,164_4,166_11,164_4x166_11,1,75,245
2014,4960,167_3,166_11,166_11x167_3,-1,77,245
2014,4961,169_11,170_7,169_11x170_7,1,79,270
2014,4963,170_11,170_2,170_11x170_2,1,83,250
2014,4965,171_8,167_13,167_13x171_8,-1,78,255
2014,4968,171_8,167_12,167_12x171_8,-1,82,225
2014,4969,164_2,166_12,164_2x166_12,1,76,220
2014,4975,164_1,166_9,164_1x166_9,1,70,200
2014,4976,170_6,170_2,170_2x170_6,-1,83,225
2014,4977,164_14,164_1,164_1x164_14,-1,80,200
2014,4979,167_5,164_14,164_14x167_5,-1,81,240
2014,4980,164_1,166_9,164_1x166_9,1,84,225
2014,4981,164_1,164_14,164_1x164_14,1,83,230
2014,4983,171_4,171_7,171_4x171_7,1,82,215
2014,4985,164_2,166_12,164_2x166_12,1,69,195
2014,4986,167_5,169_6,167_5x169_6,1,78,240
2014,4988,171_6,167_1,167_1x171_6,-1,80,205
2014,4989,164_8,167_8,164_8x167_8,1,72,200
2014,4990,170_4,170_7,170_4x170_7,1,82,225
2014,4991,169_6,164_14,164_14x169_6,-1,77,215
2014,4993,164_11,167_1,164_11x167_1,1,78,235
2014,4994,164_4,167_3,164_4x167_3,1,82,260
2014,4995,171_8,168_2,168_2x171_8,-1,84,275
2014,4996,169_11,171_5,169_11x171_5,1,71,220
2014,4997,164_11,170_13,164_11x170_13,1,75,215
2014,4998,170_6,170_11,170_11x170_6,-1,81,250
2014,4999,171_4,171_7,171_4x171_7,1,85,250
