tree,female,male,cross,site,rep,col,row,HT05,VOL05
43,23,13,K,2,2,15,9,120.3,199.4
64,6,7,L,2,2,15,10,110.9,107.9
filler,0,0,,2,2,15,11,,
84,16,21,N,2,2,15,12,100.3,80.5
70,6,7,L,2,3,15,13,100.3,122
filler,0,0,,2,3,15,14,,
151,24,1,Q,2,3,15,15,112.6,173.4
30,7,24,A,2,3,15,16,103.5,91.8
73,6,7,L,2,3,15,17,104.4,126.9
filler,0,0,,2,3,15,18,,
filler,0,0,,2,4,15,19,,
121,16,21,N,2,4,15,20,95.8,69.4
103,16,21,N,2,4,15,21,94.5,88.2
68,6,7,L,2,4,15,22,104.8,138.3
filler,0,0,,2,4,15,23,,
145,24,1,Q,2,4,15,24,,
85,16,21,N,2,5,15,25,97.4,70.5
102,16,21,N,2,5,15,26,104,126.4
filler,0,0,,2,5,15,27,,
74,6,7,L,2,5,15,28,89.2,127.8
79,16,21,N,2,5,15,29,107.6,90.7
filler,0,0,,2,5,15,30,,
28,7,24,A,2,6,15,31,76.5,28.8
30,7,24,A,2,6,15,32,95.3,52
filler,0,0,,2,6,15,33,,
filler,0,0,,2,6,15,34,,
filler,0,0,,2,6,15,35,,
64,6,7,L,2,6,15,36,104,106.1
115,16,21,N,2,7,15,37,37.6,6.9
38,23,13,K,2,7,15,38,84.7,87
filler,0,0,,2,7,15,39,,
filler,0,0,,2,7,15,40,,
162,17,15,R,2,7,15,41,70.8,37.2
55,6,7,L,2,7,15,42,108,142.6
53,6,7,L,2,8,15,43,90.4,62.3
145,24,1,Q,2,8,15,44,115,139.6
filler,0,0,,2,8,15,45,,
118,16,21,N,2,8,15,46,123.6,162.7
filler,0,0,,2,8,15,47,,
50,6,7,L,2,8,15,48,115.4,112.2
filler,0,0,,2,1,16,1,,
65,6,7,L,2,1,16,2,114.2,138.6
144,17,9,P,2,1,16,3,30.6,6.1
filler,0,0,,2,1,16,4,,
108,16,21,N,2,1,16,5,97,90.4
105,16,21,N,2,1,16,6,89.2,51.9
82,16,21,N,2,2,16,7,106.4,98.9
42,23,13,K,2,2,16,8,107.6,120.1
141,17,9,P,2,2,16,9,106,113.2
156,24,1,Q,2,2,16,10,115,128.1
filler,0,0,,2,2,16,11,,
53,6,7,L,2,2,16,12,93.7,79.4
137,15,6,O,2,3,16,13,106.4,124
132,0,0,NP,2,3,16,14,105.6,117.8
60,6,7,L,2,3,16,15,118.7,144
filler,0,0,,2,3,16,16,,
115,16,21,N,2,3,16,17,86.3,39.3
filler,0,0,,2,3,16,18,,
filler,0,0,,2,4,16,19,,
42,23,13,K,2,4,16,20,100.7,122.5
86,16,21,N,2,4,16,21,84.7,43.8
75,6,7,L,2,4,16,22,110.5,97.7
133,0,0,NP,2,4,16,23,116.7,147.6
33,8,9,H,2,4,16,24,87.2,47.8
filler,0,0,,2,5,16,25,,
filler,0,0,,2,5,16,26,,
160,17,15,R,2,5,16,27,105.2,162.2
145,24,1,Q,2,5,16,28,86.7,42.1
62,6,7,L,2,5,16,29,111.7,108.7
91,16,21,N,2,5,16,30,112.6,120
153,24,1,Q,2,6,16,31,104.8,97.4
79,16,21,N,2,6,16,32,115,128.1
57,6,7,L,2,6,16,33,,
55,6,7,L,2,6,16,34,107.6,86.2
97,16,21,N,2,6,16,35,103.1,59.4
filler,0,0,,2,6,16,36,,
70,6,7,L,2,7,16,37,76.5,50.4
filler,0,0,,2,7,16,38,,
filler,0,0,,2,7,16,39,,
filler,0,0,,2,7,16,40,,
56,6,7,L,2,7,16,41,92.5,63.6
36,0,0,JP,2,7,16,42,106.4,108.6
63,6,7,L,2,8,16,43,91.7,56.4
66,6,7,L,2,8,16,44,114.2,182.5
70,6,7,L,2,8,16,45,120.3,178.4
72,6,7,L,2,8,16,46,109.7,138.9
filler,0,0,,2,8,16,47,,
49,6,7,L,2,8,16,48,114.2,156.7
51,6,7,L,2,1,17,1,107.2,114.4
130,0,0,NP,2,1,17,2,103.1,91.4
113,16,21,N,2,1,17,3,97.4,150.3
146,24,1,Q,2,1,17,4,104.8,116.9
145,24,1,Q,2,1,17,5,66.7,17.7
52,6,7,L,2,1,17,6,97.8,114.2
100,16,21,N,2,2,17,7,109.7,106.8
filler,0,0,,2,2,17,8,,
filler,0,0,,2,2,17,9,,
140,15,6,O,2,2,17,10,115,117.1
filler,0,0,,2,2,17,11,,
filler,0,0,,2,2,17,12,,
filler,0,0,,2,3,17,13,,
150,24,1,Q,2,3,17,14,73.6,29.8
filler,0,0,,2,3,17,15,,
109,16,21,N,2,3,17,16,81.4,56.4
122,16,21,N,2,3,17,17,109.7,133.2
105,16,21,N,2,3,17,18,114.6,116.7
41,23,13,K,2,4,17,19,90.4,58.9
93,16,21,N,2,4,17,20,101.9,129.2
80,16,21,N,2,4,17,21,113,148.9
filler,0,0,,2,4,17,22,,
85,16,21,N,2,4,17,23,103.1,87
114,16,21,N,2,4,17,24,84.7,49.4
125,16,21,N,2,5,17,25,112.1,130.5
101,16,21,N,2,5,17,26,90,52.3
141,17,9,P,2,5,17,27,101.5,118.4
144,17,9,P,2,5,17,28,101.1,123
58,6,7,L,2,5,17,29,110.5,102.6
filler,0,0,,2,5,17,30,,
filler,0,0,,2,6,17,31,,
161,17,15,R,2,6,17,32,115.4,177.8
117,16,21,N,2,6,17,33,99,92.3
filler,0,0,,2,6,17,34,,
filler,0,0,,2,6,17,35,,
53,6,7,L,2,6,17,36,86.3,66.3
filler,0,0,,2,7,17,37,,
104,16,21,N,2,7,17,38,88,90.3
126,16,21,N,2,7,17,39,128.1,220
filler,0,0,,2,7,17,40,,
62,6,7,L,2,7,17,41,111.3,113.5
33,8,9,H,2,7,17,42,88,57.4
148,24,1,Q,2,8,17,43,109.3,101.5
33,8,9,H,2,8,17,44,81.4,24.3
62,6,7,L,2,8,17,45,121.2,179.6
116,16,21,N,2,8,17,46,111.3,124.1
69,6,7,L,2,8,17,47,100.7,69
filler,0,0,,2,8,17,48,,
90,16,21,N,2,1,18,1,121.6,180.2
41,23,13,K,2,1,18,2,113.4,201.8
33,8,9,H,2,1,18,3,52.3,17.1
49,6,7,L,2,1,18,4,94.5,80
87,16,21,N,2,1,18,5,81,44.7
164,0,0,SP,2,1,18,6,74,14.9
59,6,7,L,2,2,18,7,92.1,59.9
86,16,21,N,2,2,18,8,104.4,88
filler,0,0,,2,2,18,9,,
51,6,7,L,2,2,18,10,109.7,144.7
136,15,6,O,2,2,18,11,75.7,21.2
32,6,0,G,2,2,18,12,98.2,60.2
68,6,7,L,2,3,18,13,110.9,158.4
131,0,0,NP,2,3,18,14,85.5,65.7
filler,0,0,,2,3,18,15,,
154,24,1,Q,2,3,18,16,115,122.5
114,16,21,N,2,3,18,17,89.6,61.8
filler,0,0,,2,3,18,18,,
filler,0,0,,2,4,18,19,,
120,16,21,N,2,4,18,20,92.1,53.4
filler,0,0,,2,4,18,21,,
87,16,21,N,2,4,18,22,93.7,71.7
143,17,9,P,2,4,18,23,84.7,58.6
100,16,21,N,2,4,18,24,,
161,17,15,R,2,5,18,25,106.8,124.4
filler,0,0,,2,5,18,26,,
131,0,0,NP,2,5,18,27,99.9,106.8
filler,0,0,,2,5,18,28,,
156,24,1,Q,2,5,18,29,118.7,120.8
100,16,21,N,2,5,18,30,110.9,103
147,24,1,Q,2,6,18,31,110.9,118.3
filler,0,0,,2,6,18,32,,
filler,0,0,,2,6,18,33,,
108,16,21,N,2,6,18,34,110.9,107.9
65,6,7,L,2,6,18,35,104,87.7
140,15,6,O,2,6,18,36,115.4,117.5
118,16,21,N,2,7,18,37,95.3,69.1
52,6,7,L,2,7,18,38,102.3,99.8
100,16,21,N,2,7,18,39,129.8,157.2
filler,0,0,,2,7,18,40,,
109,16,21,N,2,7,18,41,86.7,70.1
137,15,6,O,2,7,18,42,86.7,85.1
84,16,21,N,2,8,18,43,118.3,175.4
82,16,21,N,2,8,18,44,97.4,104.2
filler,0,0,,2,8,18,45,,
140,15,6,O,2,8,18,46,135.1,248.6
filler,0,0,,2,8,18,47,,
39,23,13,K,2,8,18,48,118.3,182.1
filler,0,0,,2,1,19,1,,
filler,0,0,,2,1,19,2,,
73,6,7,L,2,1,19,3,70.8,35
127,0,0,NP,2,1,19,4,106,123.5
filler,0,0,,2,1,19,5,,
filler,0,0,,2,1,19,6,,
65,6,7,L,2,2,19,7,110.9,129.1
146,24,1,Q,2,2,19,8,105.6,139.4
filler,0,0,,2,2,19,9,,
filler,0,0,,2,2,19,10,,
121,16,21,N,2,2,19,11,99.4,75.9
70,6,7,L,2,2,19,12,119.1,176.6
filler,0,0,,2,3,19,13,,
filler,0,0,,2,3,19,14,,
133,0,0,NP,2,3,19,15,111.3,146.8
96,16,21,N,2,3,19,16,108.5,115.7
86,16,21,N,2,3,19,17,106.4,124
100,16,21,N,2,3,19,18,97,56.1
55,6,7,L,2,4,19,19,93.7,91.7
43,23,13,K,2,4,19,20,110.1,145.2
152,24,1,Q,2,4,19,21,61.3,16.6
72,6,7,L,2,4,19,22,107.2,153.2
filler,0,0,,2,4,19,23,,
74,6,7,L,2,4,19,24,96.6,73.8
111,16,21,N,2,5,19,25,105.2,88.7
filler,0,0,,2,5,19,26,,
121,16,21,N,2,5,19,27,100.3,102.5
filler,0,0,,2,5,19,28,,
71,6,7,L,2,5,19,29,119.1,163.3
60,6,7,L,2,5,19,30,92.5,60.2
106,16,21,N,2,6,19,31,114.2,91.3
135,0,0,NP,2,6,19,32,111.3,140.9
70,6,7,L,2,6,19,33,113.8,162.4
filler,0,0,,2,6,19,34,,
91,16,21,N,2,6,19,35,118.7,132.1
85,16,21,N,2,6,19,36,108.9,106
161,17,15,R,2,7,19,37,106,151.4
63,6,7,L,2,7,19,38,112.6,142.5
156,24,1,Q,2,7,19,39,122.8,182
74,6,7,L,2,7,19,40,44.5,8
139,15,6,O,2,7,19,41,118.3,203.2
151,24,1,Q,2,7,19,42,104.4,88
154,24,1,Q,2,8,19,43,100.3,84.7
146,24,1,Q,2,8,19,44,110.9,134.7
filler,0,0,,2,8,19,45,,
36,0,0,JP,2,8,19,46,115.4,123
59,6,7,L,2,8,19,47,111.7,119.1
filler,0,0,,2,8,19,48,,
filler,0,0,,2,1,20,1,,
160,17,15,R,2,1,20,2,90,109.8
filler,0,0,,2,1,20,3,,
123,16,21,N,2,1,20,4,78.1,51.4
125,16,21,N,2,1,20,5,105.2,80.1
59,6,7,L,2,1,20,6,106.8,124.4
filler,0,0,,2,2,20,7,,
50,6,7,L,2,2,20,8,94.5,76.1
filler,0,0,,2,2,20,9,,
89,16,21,N,2,2,20,10,107.6,90.7
39,23,13,K,2,2,20,11,106.4,164.1
62,6,7,L,2,2,20,12,119.9,133.5
159,17,15,R,2,3,20,13,115.8,178.4
55,6,7,L,2,3,20,14,122.8,210.9
141,17,9,P,2,3,20,15,110.5,151.7
52,6,7,L,2,3,20,16,115.4,134.2
164,0,0,SP,2,3,20,17,112.1,130.5
37,0,0,JP,2,3,20,18,76.1,26.7
39,23,13,K,2,4,20,19,116.7,207.6
132,0,0,NP,2,4,20,20,106.4,94.2
filler,0,0,,2,4,20,21,,
filler,0,0,,2,4,20,22,,
filler,0,0,,2,4,20,23,,
56,6,7,L,2,4,20,24,106.4,108.6
70,6,7,L,2,5,20,25,107.2,124.9
59,6,7,L,2,5,20,26,123.2,143.1
80,16,21,N,2,5,20,27,117.9,155.3
89,16,21,N,2,5,20,28,120.3,152.1
31,22,19,C,2,5,20,29,106.4,68.7
filler,0,0,,2,5,20,30,,
139,15,6,O,2,6,20,31,108.5,86.8
144,17,9,P,2,6,20,32,82.2,66.6
87,16,21,N,2,6,20,33,102.7,130.2
111,16,21,N,2,6,20,34,112.1,147.9
94,16,21,N,2,6,20,35,79,31.7
114,16,21,N,2,6,20,36,55.2,16.6
30,7,24,A,2,7,20,37,53.6,8.7
152,24,1,Q,2,7,20,38,49.9,10.6
filler,0,0,,2,7,20,39,,
filler,0,0,,2,7,20,40,,
filler,0,0,,2,7,20,41,,
105,16,21,N,2,7,20,42,110.5,134.2
90,16,21,N,2,8,20,43,100.3,122
filler,0,0,,2,8,20,44,,
55,6,7,L,2,8,20,45,118.7,144
162,17,15,R,2,8,20,46,114.2,144.5
93,16,21,N,2,8,20,47,119.9,164.4
128,0,0,NP,2,8,20,48,101.5,123.5
filler,0,0,,2,1,21,1,,
filler,0,0,,2,1,21,2,,
filler,0,0,,2,1,21,3,,
91,16,21,N,2,1,21,4,104.4,116.5
112,16,21,N,2,1,21,5,96.6,73.8
filler,0,0,,2,1,21,6,,
157,17,15,R,2,2,21,7,109.7,106.8
102,16,21,N,2,2,21,8,100.3,76.5
122,16,21,N,2,2,21,9,98.6,96.3
75,6,7,L,2,2,21,10,103.5,105.7
69,6,7,L,2,2,21,11,101.9,73.7
filler,0,0,,2,2,21,12,,
filler,0,0,,2,3,21,13,,
99,16,21,N,2,3,21,14,125.7,179.1
140,15,6,O,2,3,21,15,126.1,186.8
62,6,7,L,2,3,21,16,96.2,59
filler,0,0,,2,3,21,17,,
102,16,21,N,2,3,21,18,90,69
55,6,7,L,2,4,21,19,108,115.3
131,0,0,NP,2,4,21,20,77.3,50.9
119,16,21,N,2,4,21,21,115.8,140.6
76,6,7,L,2,4,21,22,95.3,55.2
108,16,21,N,2,4,21,23,118.3,125.9
154,24,1,Q,2,4,21,24,113.4,126.3
filler,0,0,,2,5,21,25,,
filler,0,0,,2,5,21,26,,
filler,0,0,,2,5,21,27,,
55,6,7,L,2,5,21,28,108,120.5
filler,0,0,,2,5,21,29,,
99,16,21,N,2,5,21,30,108.9,106
55,6,7,L,2,6,21,31,93.3,71.4
118,16,21,N,2,6,21,32,89.2,43.2
126,16,21,N,2,6,21,33,110.5,164
34,20,23,J,2,6,21,34,110.9,158.4
151,24,1,Q,2,6,21,35,106.8,99.3
filler,0,0,,2,6,21,36,,
87,16,21,N,2,7,21,37,75.3,32.5
101,16,21,N,2,7,21,38,111.3,135.2
filler,0,0,,2,7,21,39,,
131,0,0,NP,2,7,21,40,114.6,133.3
28,7,24,A,2,7,21,41,100.7,85
filler,0,0,,2,7,21,42,,
79,16,21,N,2,8,21,43,94.9,80.4
75,6,7,L,2,8,21,44,110.9,152.3
150,24,1,Q,2,8,21,45,83.1,37.9
filler,0,0,,2,8,21,46,,
104,16,21,N,2,8,21,47,132.6,181.6
filler,0,0,,2,8,21,48,,
142,17,9,P,2,1,22,1,62.2,22.5
121,16,21,N,2,1,22,2,100.3,93.4
133,0,0,NP,2,1,22,3,105.2,75.9
126,16,21,N,2,1,22,4,105.2,107.4
filler,0,0,,2,1,22,5,,
162,17,15,R,2,1,22,6,63.8,19.9
filler,0,0,,2,2,22,7,,
162,17,15,R,2,2,22,8,80.6,86.7
67,6,7,L,2,2,22,9,101.1,94.1
160,17,15,R,2,2,22,10,110.5,151.7
45,23,13,K,2,2,22,11,113.8,132.4
147,24,1,Q,2,2,22,12,117.5,125.1
61,6,7,L,2,3,22,13,102.3,70
163,8,14,S,2,3,22,14,66.7,16.3
88,16,21,N,2,3,22,15,122.8,155.2
43,23,13,K,2,3,22,16,132.2,305.7
39,23,13,K,2,3,22,17,105.6,107.8
filler,0,0,,2,3,22,18,,
142,17,9,P,2,4,22,19,90.8,84.9
filler,0,0,,2,4,22,20,,
filler,0,0,,2,4,22,21,,
26,7,24,A,2,4,22,22,122,187.7
filler,0,0,,2,4,22,23,,
filler,0,0,,2,4,22,24,,
149,24,1,Q,2,5,22,25,113.4,105.2
filler,0,0,,2,5,22,26,,
148,24,1,Q,2,5,22,27,71.6,31.1
146,24,1,Q,2,5,22,28,92.1,53.4
66,6,7,L,2,5,22,29,111.3,124.1
filler,0,0,,2,5,22,30,,
141,17,9,P,2,6,22,31,98.2,91.5
filler,0,0,,2,6,22,32,,
145,24,1,Q,2,6,22,33,110.9,129.1
60,6,7,L,2,6,22,34,106.4,129.3
54,6,7,L,2,6,22,35,99,110.7
49,6,7,L,2,6,22,36,99.4,84
34,20,23,J,2,7,22,37,76.1,32.8
47,23,13,K,2,7,22,38,122.4,225.4
129,0,0,NP,2,7,22,39,76.5,23.1
163,8,14,S,2,7,22,40,67.5,22.4
29,7,24,A,2,7,22,41,,
153,24,1,Q,2,7,22,42,112.6,120
152,24,1,Q,2,8,22,43,68.7,28.1
filler,0,0,,2,8,22,44,,
114,16,21,N,2,8,22,45,115.8,152.7
filler,0,0,,2,8,22,46,,
52,6,7,L,2,8,22,47,95.3,55.2
96,16,21,N,2,8,22,48,108.9,78.5
63,6,7,L,2,1,23,1,79,49.1
109,16,21,N,2,1,23,2,47.8,10.3
47,23,13,K,2,1,23,3,122.4,210.2
43,23,13,K,2,1,23,4,96.6,66.3
filler,0,0,,2,1,23,5,,
141,17,9,P,2,1,23,6,78.5,67
127,0,0,NP,2,2,23,7,115,151.6
114,16,21,N,2,2,23,8,105.6,84.6
88,16,21,N,2,2,23,9,110.9,134.7
filler,0,0,,2,2,23,10,,
154,24,1,Q,2,2,23,11,96.2,52.4
filler,0,0,,2,2,23,12,,
146,24,1,Q,2,3,23,13,105.2,122.6
filler,0,0,,2,3,23,14,,
106,16,21,N,2,3,23,15,130.6,193.3
117,16,21,N,2,3,23,16,94.9,45.7
95,16,21,N,2,3,23,17,102.7,91.1
84,16,21,N,2,3,23,18,107.6,69.5
50,6,7,L,2,4,23,19,92.5,78.4
filler,0,0,,2,4,23,20,,
123,16,21,N,2,4,23,21,119.1,176.6
30,7,24,A,2,4,23,22,110.9,123.6
filler,0,0,,2,4,23,23,,
52,6,7,L,2,4,23,24,103.1,110.2
34,20,23,J,2,5,23,25,113.8,168.8
157,17,15,R,2,5,23,26,115,164.1
122,16,21,N,2,5,23,27,106.8,141
filler,0,0,,2,5,23,28,,
32,6,0,G,2,5,23,29,46.2,7.5
115,16,21,N,2,5,23,30,83.1,43
filler,0,0,,2,6,23,31,,
25,7,24,A,2,6,23,32,93.3,60.7
40,23,13,K,2,6,23,33,88,64.1
filler,0,0,,2,6,23,34,,
100,16,21,N,2,6,23,35,128.9,169.7
138,15,6,O,2,6,23,36,81.4,42.3
94,16,21,N,2,7,23,37,54.8,15.3
filler,0,0,,2,7,23,38,,
86,16,21,N,2,7,23,39,47.8,9.6
142,17,9,P,2,7,23,40,101.1,112.9
122,16,21,N,2,7,23,41,122.8,175.1
146,24,1,Q,2,7,23,42,108.5,126.3
filler,0,0,,2,8,23,43,,
95,16,21,N,2,8,23,44,116.2,123.8
135,0,0,NP,2,8,23,45,109.3,96.7
43,23,13,K,2,8,23,46,135.5,266.9
124,16,21,N,2,8,23,47,73.6,31.9
73,6,7,L,2,8,23,48,112.6,193.5
filler,0,0,,2,1,24,1,,
117,16,21,N,2,1,24,2,99.4,101.7
74,6,7,L,2,1,24,3,81.8,50.7
69,6,7,L,2,1,24,4,73.2,36.1
filler,0,0,,2,1,24,5,,
50,6,7,L,2,1,24,6,104,111
filler,0,0,,2,2,24,7,,
129,0,0,NP,2,2,24,8,82.2,40.1
30,7,24,A,2,2,24,9,111.7,130
79,16,21,N,2,2,24,10,123.6,169.4
filler,0,0,,2,2,24,11,,
filler,0,0,,2,2,24,12,,
118,16,21,N,2,3,24,13,108.9,87.2
64,6,7,L,2,3,24,14,109.7,122.3
filler,0,0,,2,3,24,15,,
85,16,21,N,2,3,24,16,113,95
filler,0,0,,2,3,24,17,,
87,16,21,N,2,3,24,18,93.7,87.5
filler,0,0,,2,4,24,19,,
filler,0,0,,2,4,24,20,,
62,6,7,L,2,4,24,21,120.3,158.5
118,16,21,N,2,4,24,22,101.5,90
151,24,1,Q,2,4,24,23,120.8,101.3
34,20,23,J,2,4,24,24,106,151.4
140,15,6,O,2,5,24,25,104.4,116.5
50,6,7,L,2,5,24,26,90.4,55.7
128,0,0,NP,2,5,24,27,63.8,28.2
filler,0,0,,2,5,24,28,,
76,6,7,L,2,5,24,29,104.8,107
90,16,21,N,2,5,24,30,124.4,198.7
filler,0,0,,2,6,24,31,,
filler,0,0,,2,6,24,32,,
56,6,7,L,2,6,24,33,100.7,69
filler,0,0,,2,6,24,34,,
80,16,21,N,2,6,24,35,113.4,131.9
44,23,13,K,2,6,24,36,,
111,16,21,N,2,7,24,37,75.3,37
133,0,0,NP,2,7,24,38,94.5,105.8
filler,0,0,,2,7,24,39,,
filler,0,0,,2,7,24,40,,
filler,0,0,,2,7,24,41,,
filler,0,0,,2,7,24,42,,
filler,0,0,,2,8,24,43,,
30,7,24,A,2,8,24,44,102.3,104.5
32,6,0,G,2,8,24,45,100.3,143.4
76,6,7,L,2,8,24,46,107.6,120.1
109,16,21,N,2,8,24,47,111.3,158.9
125,16,21,N,2,8,24,48,113,104.8
159,17,15,R,2,1,25,1,103.1,177.4
93,16,21,N,2,1,25,2,106.4,124
filler,0,0,,2,1,25,3,,
147,24,1,Q,2,1,25,4,118.3,175.4
37,0,0,JP,2,1,25,5,102.3,73.9
101,16,21,N,2,1,25,6,82.2,37.6
filler,0,0,,2,2,25,7,,
98,16,21,N,2,2,25,8,108.9,161.6
93,16,21,N,2,2,25,9,116.7,179.6
164,0,0,SP,2,2,25,10,110.5,102.6
104,16,21,N,2,2,25,11,120.3,106.2
55,6,7,L,2,2,25,12,103.1,91.4
93,16,21,N,2,3,25,13,90.4,110.3
47,23,13,K,2,3,25,14,123.2,155.7
59,6,7,L,2,3,25,15,110.5,117.8
149,24,1,Q,2,3,25,16,119.9,171
82,16,21,N,2,3,25,17,98.6,79.3
filler,0,0,,2,3,25,18,,
104,16,21,N,2,4,25,19,114.6,151.1
filler,0,0,,2,4,25,20,,
37,0,0,JP,2,4,25,21,108.9,91.7
160,17,15,R,2,4,25,22,106.4,124
141,17,9,P,2,4,25,23,103.5,125.9
139,15,6,O,2,4,25,24,124.4,163.8
123,16,21,N,2,5,25,25,104.4,101.7
filler,0,0,,2,5,25,26,,
93,16,21,N,2,5,25,27,117.9,188.4
105,16,21,N,2,5,25,28,133,220.2
117,16,21,N,2,5,25,29,99.4,60.9
53,6,7,L,2,5,25,30,92.9,71.1
129,0,0,NP,2,6,25,31,91.2,53
39,23,13,K,2,6,25,32,102.7,146.8
148,24,1,Q,2,6,25,33,101.9,62.3
89,16,21,N,2,6,25,34,118.7,150.1
74,6,7,L,2,6,25,35,95.8,121.6
filler,0,0,,2,6,25,36,,
42,23,13,K,2,7,25,37,67.9,33.7
41,23,13,K,2,7,25,38,95.3,121.1
filler,0,0,,2,7,25,39,,
58,6,7,L,2,7,25,40,82.2,45.3
117,16,21,N,2,7,25,41,103.1,66.7
filler,0,0,,2,7,25,42,,
filler,0,0,,2,8,25,43,,
163,8,14,S,2,8,25,44,92.5,53.6
87,16,21,N,2,8,25,45,102.7,100.2
147,24,1,Q,2,8,25,46,119.5,138.9
143,17,9,P,2,8,25,47,95.8,137
102,16,21,N,2,8,25,48,114.2,132.8
53,6,7,L,3,1,1,1,102.2,115.3
158,17,15,R,3,1,1,2,85.5,62.2
filler,0,0,,3,1,1,3,,
127,0,0,NP,3,1,1,4,110.5,135.9
70,6,7,L,3,1,1,5,100.5,150.5
125,16,21,N,3,1,1,6,102.2,93
filler,0,0,,3,2,1,7,,
filler,0,0,,3,2,1,8,,
filler,0,0,,3,2,1,9,,
filler,0,0,,3,2,1,10,,
102,16,21,N,3,2,1,11,91.6,70.5
44,23,13,K,3,2,1,12,,
155,24,1,Q,3,3,1,13,91.1,31.3
56,6,7,L,3,3,1,14,118.8,131.3
filler,0,0,,3,3,1,15,,
73,6,7,L,3,3,1,16,107.7,126.7
87,16,21,N,3,3,1,17,91.1,74.7
32,6,0,G,3,3,1,18,90.5,98.8
156,24,1,Q,3,4,1,19,121.6,161.9
filler,0,0,,3,4,1,20,,
filler,0,0,,3,4,1,21,,
164,0,0,SP,3,4,1,22,102.2,98.4
91,16,21,N,3,4,1,23,101,86.9
42,23,13,K,3,4,1,24,93.8,54.7
82,16,21,N,3,5,1,25,102.2,93
filler,0,0,,3,5,1,26,,
filler,0,0,,3,5,1,27,,
36,0,0,JP,3,5,1,28,103.3,83.5
30,7,24,A,3,5,1,29,99.4,80.7
123,16,21,N,3,5,1,30,104.9,123.9
38,23,13,K,3,6,1,31,96.1,126.6
84,16,21,N,3,6,1,32,118.8,124.8
62,6,7,L,3,6,1,33,107.7,120.6
104,16,21,N,3,6,1,34,102.2,63.6
96,16,21,N,3,6,1,35,98.3,84.8
122,16,21,N,3,6,1,36,107.7,108.7
142,17,9,P,3,7,1,37,99.4,90.8
filler,0,0,,3,7,1,38,,
64,6,7,L,3,7,1,39,114.4,133.4
49,6,7,L,3,7,1,40,102.2,77.7
filler,0,0,,3,7,1,41,,
110,16,21,N,3,7,1,42,107.1,126.2
76,6,7,L,3,8,1,43,95,47.3
140,15,6,O,3,8,1,44,138.2,180.9
121,16,21,N,3,8,1,45,107.7,86.7
filler,0,0,,3,8,1,46,,
37,0,0,JP,3,8,1,47,106,70.5
filler,0,0,,3,8,1,48,,
58,6,7,L,3,1,2,1,110.5,207.7
44,23,13,K,3,1,2,2,,
85,16,21,N,3,1,2,3,101,63
52,6,7,L,3,1,2,4,107.7,108.7
91,16,21,N,3,1,2,5,107.7,97.4
146,24,1,Q,3,1,2,6,107.1,158.8
151,24,1,Q,3,2,2,7,116,135.1
43,23,13,K,3,2,2,8,104.4,94.8
85,16,21,N,3,2,2,9,104.9,74.7
64,6,7,L,3,2,2,10,108.8,77.2
104,16,21,N,3,2,2,11,96.6,99
filler,0,0,,3,2,2,12,,
102,16,21,N,3,3,2,13,107.7,133
71,6,7,L,3,3,2,14,68.9,37.9
146,24,1,Q,3,3,2,15,102.2,139.6
151,24,1,Q,3,3,2,16,113.2,181
154,24,1,Q,3,3,2,17,96.6,104.4
116,16,21,N,3,3,2,18,96.1,126.6
154,24,1,Q,3,4,2,19,118.8,144.7
34,20,23,J,3,4,2,20,104.9,149.3
33,8,9,H,3,4,2,21,81.6,14.2
filler,0,0,,3,4,2,22,,
55,6,7,L,3,4,2,23,105.5,143.4
126,16,21,N,3,4,2,24,107.1,76.1
160,17,15,R,3,5,2,25,91.1,79.4
121,16,21,N,3,5,2,26,111,143.1
filler,0,0,,3,5,2,27,,
50,6,7,L,3,5,2,28,101,77
128,0,0,NP,3,5,2,29,101.6,151.9
101,16,21,N,3,5,2,30,108.8,103.9
114,16,21,N,3,6,2,31,118.8,144.7
filler,0,0,,3,6,2,32,,
41,23,13,K,3,6,2,33,107.7,152.7
filler,0,0,,3,6,2,34,,
85,16,21,N,3,6,2,35,107.7,92
57,6,7,L,3,6,2,36,,
113,16,21,N,3,7,2,37,107.1,172.8
82,16,21,N,3,7,2,38,102.2,68.2
135,0,0,NP,3,7,2,39,114.9,127.5
48,0,0,KP,3,7,2,40,100.5,91.7
76,6,7,L,3,7,2,41,108.8,115.6
138,15,6,O,3,7,2,42,83.9,45.6
89,16,21,N,3,8,2,43,100.5,97
161,17,15,R,3,8,2,44,83.9,53.1
filler,0,0,,3,8,2,45,,
64,6,7,L,3,8,2,46,105.5,80
104,16,21,N,3,8,2,47,116,141.8
filler,0,0,,3,8,2,48,,
43,23,13,K,3,1,3,1,131,204.9
49,6,7,L,3,1,3,2,113.2,173.6
filler,0,0,,3,1,3,3,,
50,6,7,L,3,1,3,4,124.3,150.5
filler,0,0,,3,1,3,5,,
filler,0,0,,3,1,3,6,,
filler,0,0,,3,2,3,7,,
97,16,21,N,3,2,3,8,106.6,113.6
82,16,21,N,3,2,3,9,121.6,200.2
93,16,21,N,3,2,3,10,116,135.1
90,16,21,N,3,2,3,11,105.5,118.5
filler,0,0,,3,2,3,12,,
filler,0,0,,3,3,3,13,,
162,17,15,R,3,3,3,14,93.8,96.6
filler,0,0,,3,3,3,15,,
filler,0,0,,3,3,3,16,,
